Sent date,DD,Category name,Main vs REM,Subject,Sendings,OR clean %,length of subject,Personalization,Emoji,Urgency,Tone,Price or Discount,imperative ,product,Month,letter_count
2024-03-01,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,45498,0.1373,0,0,0,0,0,1,0,1,3,22
2024-12-25,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,46383,0.1294,0,0,0,0,0,0,0,1,12,42
2024-11-19,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,5073,0.0905,0,0,0,1,0,1,0,0,11,27
2024-04-19,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,2286,0.1864,0,0,0,1,1,1,1,1,4,28
2024-08-24,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,35235,0.143,0,0,0,0,0,1,0,1,8,22
2024-05-11,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,31365,0.1484,0,0,0,0,0,1,0,1,5,22
2024-07-16,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,2667,0.1069,0,0,0,1,0,1,0,0,7,27
2024-10-12,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",36798,0.1424,1,0,0,0,0,1,0,1,10,45
2024-07-13,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,34659,0.1359,0,0,0,0,0,1,0,1,7,22
2024-07-28,Friday,NL Interval,MAIN,2 dagar | Canvastavlor från endast 185 kr!,2538,0.1407,0,0,0,1,0,1,0,1,7,28
2024-09-03,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,15240,0.1008,0,0,0,1,0,1,0,0,9,27
2024-06-25,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,26241,0.0857,0,0,0,1,0,1,0,1,6,30
2024-01-18,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,45480,0.1344,0,0,0,0,0,1,0,1,1,22
2024-11-03,Friday,NL Interval,MAIN,2 dagar | Canvastavlor från endast 185 kr!,5916,0.1029,0,0,0,1,0,1,0,1,11,28
2024-12-31,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,12219,0.0734,0,0,0,1,1,1,1,1,12,24
2024-08-30,Wednesday,NL Interval,MAIN,✨ 3 Canvastavlor | 2 dagar | Upp till 54% rabatt!,15399,0.105,0,0,1,1,1,1,0,1,8,30
2024-09-07,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,50088,0.1178,0,0,1,0,1,1,0,0,9,26
2024-07-06,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,33321,0.1429,0,0,0,0,0,1,0,1,7,22
2024-09-14,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",35754,0.1507,1,0,0,0,0,1,0,1,9,45
2024-10-16,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,38100,0.1366,0,0,0,0,0,0,0,1,10,42
2024-11-17,Friday,NL Interval,MAIN,Upp till 58% rabatt på de mest älskade Canvastavlor! &#x1F929;,6771,0.1121,0,0,1,0,1,1,0,1,11,38
2024-01-04,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",44928,0.1442,1,0,0,0,0,1,0,1,1,45
2024-08-31,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",34614,0.1411,1,0,0,0,0,1,0,1,8,45
2024-10-04,Wednesday,NL Interval,MAIN,Missa inte - Fotopresenter från endast 59 kr!,13899,0.112,0,0,0,0,1,1,1,1,10,33
2024-05-12,Friday,NL Interval,MAIN,Upp till 58% rabatt på de mest älskade Canvastavlor! &#x1F929;,3288,0.1432,0,0,1,0,1,1,0,1,5,38
2024-01-04,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,68832,0.1059,0,0,1,0,1,1,0,0,1,26
2024-08-20,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,16506,0.0901,0,0,0,1,1,1,1,1,8,24
2024-11-15,Wednesday,NL Interval,MAIN,Missa inte - Fotopresenter från endast 59 kr!,14193,0.1177,0,0,0,0,1,1,1,1,11,33
2024-12-08,Friday,NL Interval,MAIN,Upp till 58% rabatt på de mest älskade Canvastavlor! &#x1F929;,9846,0.1069,0,0,1,0,1,1,0,1,12,38
2024-04-04,Tuesday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,7233,0.1004,0,0,0,0,0,0,0,1,4,42
2024-12-12,Tuesday,NL Final,MAIN,&#x1f381; Ta en titt... Det här är ett Mystiskt Erbjudande bara för dig!,85893,0.063,1,0,1,0,1,0,1,0,12,44
2024-03-09,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,29118,0.1624,0,0,0,0,0,1,0,1,3,22
2024-09-17,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,3858,0.1415,0,0,0,1,1,1,1,1,9,24
2024-06-01,Thursday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,15654,0.0954,0,0,1,0,1,1,0,0,6,26
2024-03-22,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,49761,0.1027,0,0,0,1,1,1,1,1,3,28
2024-10-11,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,4521,0.1294,0,0,0,1,1,1,1,1,10,28
2024-08-21,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,35607,0.1292,0,0,0,0,0,0,0,1,8,42
2024-05-25,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,33627,0.1425,0,0,1,0,1,1,0,0,5,26
2024-07-31,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,35412,0.1252,0,0,0,0,0,0,0,1,7,42
2024-10-18,Wednesday,NL Interval,MAIN,✨ 3 Canvastavlor | 2 dagar | Upp till 54% rabatt!,5088,0.1008,0,0,1,1,1,1,0,1,10,30
2024-02-16,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,27591,0.1742,0,0,0,0,0,1,0,1,2,22
2024-07-27,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,36351,0.1352,0,0,1,0,1,1,0,0,7,26
2024-12-14,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,52623,0.1738,0,0,0,0,0,1,0,1,12,22
2024-11-02,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",37200,0.1422,1,0,0,0,0,1,0,1,11,45
2024-04-14,Friday,NL Interval,MAIN,Upp till -63% på favorit Väggdekorationer!,2340,0.1885,0,0,0,0,0,1,0,1,4,30
2024-09-24,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,14337,0.0923,0,0,0,1,0,1,0,0,9,27
2024-12-21,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,44577,0.1462,0,0,0,0,0,1,0,1,12,22
2024-11-09,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,40419,0.1405,0,0,1,0,1,1,0,0,11,26
2024-11-25,Friday,NL Interval,MAIN,Premiumtryck upp till 78% rabatt!,40830,0.1196,0,0,0,0,0,1,0,1,11,25
2024-11-23,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",37893,0.144,1,0,0,0,0,1,0,1,11,45
2024-02-22,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,45435,0.1422,0,0,0,0,0,1,0,1,2,22
2024-09-29,Friday,NL Interval,MAIN,Upp till -63% på favorit Väggdekorationer!,5019,0.1184,0,0,0,0,0,1,0,1,9,30
2024-08-23,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,3510,0.1376,0,0,0,1,1,1,1,1,8,28
2024-11-01,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,4827,0.1001,0,0,0,1,1,1,1,1,11,28
2024-07-19,Wednesday,NL Interval,MAIN,✨ 3 Canvastavlor | 2 dagar | Upp till 54% rabatt!,21267,0.0979,0,0,1,1,1,1,0,1,7,30
2024-05-19,Friday,NL Interval,MAIN,2 dagar | Canvastavlor från endast 185 kr!,2940,0.1265,0,0,0,1,0,1,0,1,5,28
2024-02-05,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,45285,0.1224,0,0,0,0,1,1,0,1,2,21
2024-10-29,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,13992,0.1038,0,0,0,1,0,1,0,1,10,30
2024-06-21,Wednesday,NL Interval,MAIN,✨ 3 Canvastavlor | 2 dagar | Upp till 54% rabatt!,1830,0.1016,0,0,1,1,1,1,0,1,6,30
2024-10-07,Friday,NL Interval,MAIN,Personlig väggdekoration till fantastiska priser!,37191,0.1422,0,0,0,0,0,0,0,1,10,43
2024-09-01,Friday,NL Interval,MAIN,Premiumtryck upp till 78% rabatt!,11124,0.1543,0,0,0,0,0,1,0,1,9,25
2024-10-08,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,13731,0.1007,0,0,0,1,0,1,0,1,10,30
2024-07-12,Wednesday,NL Interval,MAIN,Missa inte - Fotopresenter från endast 59 kr!,22242,0.0974,0,0,0,0,1,1,1,1,7,33
2024-09-27,Wednesday,NL Interval,MAIN,✨ 3 Canvastavlor | 2 dagar | Upp till 54% rabatt!,5106,0.1028,0,0,1,1,1,1,0,1,9,30
2024-02-08,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",45033,0.1284,1,0,0,0,0,1,0,1,2,45
2024-10-23,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,37452,0.1386,0,0,0,0,1,1,0,1,10,21
2024-11-21,Tuesday,NL Interval,MAIN,"&#x1f4af; Ju större duk, desto större rabatt! Black Friday erbjudande!",8940,0.101,1,0,1,1,0,0,0,1,11,47
2024-08-03,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,65391,0.131,0,0,1,0,1,1,0,0,8,26
2024-11-10,Friday,NL Interval,MAIN,2 dagar | Canvastavlor från endast 185 kr!,5307,0.121,0,0,0,1,0,1,0,1,11,28
2024-06-11,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,3135,0.1206,0,0,0,1,1,1,1,1,6,24
2024-01-12,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,29166,0.183,0,0,1,0,1,1,0,0,1,26
2024-10-08,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,5076,0.1194,0,0,0,1,1,1,1,1,10,24
2024-12-06,Wednesday,NL Interval,MAIN,Missa inte - Fotopresenter från endast 59 kr!,13524,0.1122,0,0,0,0,1,1,1,1,12,33
2024-12-28,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",43776,0.1475,1,0,0,0,0,1,0,1,12,45
2024-01-11,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,45810,0.14,0,0,0,0,0,1,0,1,1,22
2024-06-08,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,42156,0.1216,0,0,1,0,1,1,0,0,6,26
2024-06-28,Wednesday,NL Interval,MAIN,Missa inte - Fotopresenter från endast 59 kr!,2154,0.1058,0,0,0,0,1,1,1,1,6,33
2024-10-11,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,4821,0.0946,0,0,0,1,1,1,1,1,10,28
2024-04-21,Friday,NL Interval,MAIN,Upp till 58% rabatt på de mest älskade Canvastavlor! &#x1F929;,2277,0.1673,0,0,1,0,1,1,0,1,4,38
2024-02-19,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,45813,0.1282,0,0,0,0,0,0,0,1,2,42
2024-12-13,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,8934,0.1152,0,0,0,1,1,1,1,1,12,28
2024-12-27,Wednesday,NL Interval,MAIN,✨ 3 Canvastavlor | 2 dagar | Upp till 54% rabatt!,4998,0.0762,0,0,1,1,1,1,0,1,12,30
2024-02-06,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,32328,0.1502,0,0,0,0,0,0,0,1,2,42
2024-06-25,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,3066,0.1497,0,0,0,1,0,1,0,0,6,27
2024-10-02,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,36732,0.1357,0,0,0,0,1,1,0,1,10,21
2024-12-14,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,45987,0.1486,0,0,1,0,1,1,0,0,12,26
2024-08-10,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,36303,0.141,0,0,1,0,1,1,0,0,8,26
2024-06-15,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,33498,0.1427,0,0,0,0,0,1,0,1,6,22
2024-08-28,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,46575,0.155,0,0,0,0,0,0,0,1,8,42
2024-03-30,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,29115,0.1537,0,0,0,0,0,1,0,1,3,22
2024-01-29,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,46278,0.1203,0,0,0,0,0,0,0,1,1,42
2024-12-04,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,39816,0.1351,0,0,0,0,1,1,0,1,12,21
2024-11-18,Friday,NL Interval,MAIN,Hem och livsstil-produkter från 49 kr,38637,0.1368,0,0,0,0,0,0,0,1,11,28
2024-07-17,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,34311,0.1304,0,0,0,0,1,1,0,1,7,21
2024-03-02,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,32088,0.152,0,0,0,0,0,1,0,1,3,22
2024-05-28,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,357,0.1092,0,0,0,1,0,1,0,1,5,30
2024-11-19,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,6765,0.1038,0,0,0,1,1,1,1,1,11,24
2024-05-05,Friday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,1260,0.0929,0,0,0,0,0,0,0,1,5,42
2024-12-11,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,52941,0.1512,0,0,0,0,0,0,0,1,12,42
2024-03-30,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",30351,0.152,1,0,0,0,0,1,0,1,3,45
2024-01-25,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,47250,0.1259,0,0,1,0,1,1,0,0,1,26
2024-04-06,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,47445,0.1245,0,0,1,0,1,1,0,0,4,26
2024-11-30,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",47790,0.1746,1,0,0,0,0,1,0,1,11,45
2024-11-25,Friday,NL Interval,MAIN,Personlig väggdekoration till fantastiska priser!,48081,0.1295,0,0,0,0,0,0,0,1,11,43
2024-10-25,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,4749,0.0992,0,0,0,1,1,1,1,1,10,28
2024-09-18,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,36744,0.1306,0,0,0,0,1,1,0,1,9,21
2024-01-01,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,45270,0.1295,0,0,0,0,1,1,0,1,1,21
2024-07-21,Friday,NL Interval,MAIN,2 dagar | Canvastavlor från endast 185 kr!,2751,0.1287,0,0,0,1,0,1,0,1,7,28
2024-02-09,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,28629,0.1802,0,0,1,0,1,1,0,0,2,26
2024-11-20,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,38109,0.1353,0,0,0,0,1,1,0,1,11,21
2024-09-25,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,37557,0.1321,0,0,0,0,0,0,0,1,9,42
2024-01-08,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,46221,0.1281,0,0,0,0,0,0,0,1,1,42
2024-11-08,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,14454,0.1175,0,0,0,1,1,1,1,1,11,28
2024-01-11,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,46674,0.1347,0,0,1,0,1,1,0,0,1,26
2024-10-12,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,48444,0.1676,0,0,0,0,0,1,0,1,10,22
2024-04-23,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,47811,0.0879,0,0,0,1,0,1,0,1,4,30
2024-10-26,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",37242,0.1513,1,0,0,0,0,1,0,1,10,45
2024-01-22,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,44934,0.121,0,0,0,0,1,1,0,1,1,21
2024-03-20,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,31479,0.1367,0,0,0,0,0,0,0,1,3,42
2024-08-11,Friday,NL Interval,MAIN,Upp till 58% rabatt på de mest älskade Canvastavlor! &#x1F929;,3342,0.1311,0,0,1,0,1,1,0,1,8,38
2024-09-18,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,46791,0.158,0,0,0,0,0,0,0,1,9,42
2024-12-07,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",39633,0.1493,1,0,0,0,0,1,0,1,12,45
2024-10-12,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,38892,0.1458,0,0,1,0,1,1,0,0,10,26
2024-08-28,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,34809,0.1297,0,0,0,0,1,1,0,1,8,21
2024-10-30,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,48924,0.1528,0,0,0,0,0,0,0,1,10,42
2024-11-29,Wednesday,NL Interval,MAIN,✨ 3 Canvastavlor | 2 dagar | Upp till 54% rabatt!,4635,0.1036,0,0,1,1,1,1,0,1,11,30
2024-06-01,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",31911,0.142,1,0,0,0,0,1,0,1,6,45
2024-02-22,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,47586,0.128,0,0,1,0,1,1,0,0,2,26
2024-09-21,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,46464,0.1694,0,0,0,0,0,1,0,1,9,22
2024-08-10,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",34254,0.1419,1,0,0,0,0,1,0,1,8,45
2024-09-14,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,37110,0.1395,0,0,0,0,0,1,0,1,9,22
2024-07-24,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,33771,0.1309,0,0,0,0,0,0,0,1,7,42
2024-03-02,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,48204,0.1149,0,0,1,0,1,1,0,0,3,26
2024-02-13,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,31680,0.1485,0,0,0,0,1,1,0,1,2,21
2024-10-09,Sunday,NL Interval,MAIN,3 format ➔ 3 dagar ➔ 1 pris,36219,0.1277,0,0,0,1,1,0,0,0,10,15
2024-07-20,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,43035,0.161,0,0,0,0,0,1,0,1,7,22
2024-08-21,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,33903,0.1307,0,0,0,0,1,1,0,1,8,21
2024-07-19,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,2661,0.106,0,0,0,1,1,1,1,1,7,28
2024-11-16,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,49563,0.1708,0,0,1,0,1,1,0,0,11,26
2024-04-20,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",32049,0.1449,1,0,0,0,0,1,0,1,4,45
2024-12-10,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,4917,0.0903,0,0,0,1,0,1,0,0,12,27
2024-12-13,Wednesday,NL Interval,MAIN,Missa inte - Fotopresenter från endast 59 kr!,4242,0.0955,0,0,0,0,1,1,1,1,12,33
2024-02-05,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,46602,0.1201,0,0,0,0,0,0,0,1,2,42
2024-11-20,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,48615,0.1586,0,0,0,0,0,0,0,1,11,42
2024-01-19,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,26943,0.1839,0,0,1,0,1,1,0,0,1,26
2024-10-30,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,37464,0.1324,0,0,0,0,1,1,0,1,10,21
2024-01-15,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,45828,0.1206,0,0,0,0,0,0,0,1,1,42
2024-05-14,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,3189,0.1148,0,0,0,1,0,1,0,0,5,27
2024-09-18,Sunday,NL Interval,MAIN,3 format ➔ 3 dagar ➔ 1 pris,35478,0.1331,0,0,0,1,1,0,0,0,9,15
2024-09-17,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,13920,0.1024,0,0,0,1,0,1,0,1,9,30
2024-03-08,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,65271,0.1099,0,0,1,0,1,1,0,0,3,26
2024-01-09,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,24798,0.1777,0,0,0,0,1,1,0,1,1,21
2024-10-09,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,48744,0.1568,0,0,0,0,0,0,0,1,10,42
2024-02-15,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,53349,0.1556,0,0,0,0,0,1,0,1,2,22
2024-08-24,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",33714,0.1418,1,0,0,0,0,1,0,1,8,45
2024-02-26,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,46173,0.1249,0,0,0,0,0,0,0,1,2,42
2024-06-07,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,984,0.125,0,0,0,1,1,1,1,1,6,28
2024-10-14,Friday,NL Interval,MAIN,Premiumtryck upp till 78% rabatt!,38280,0.1512,0,0,0,0,0,1,0,1,10,25
2024-05-04,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,32433,0.1494,0,0,0,0,0,1,0,1,5,22
2024-07-23,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,21093,0.0934,0,0,0,1,0,1,0,0,7,27
2024-02-23,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,41487,0.1954,0,0,0,0,0,1,0,1,2,22
2024-09-21,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",36510,0.1422,1,0,0,0,0,1,0,1,9,45
2024-10-29,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,4734,0.0957,0,0,0,1,1,1,1,1,10,24
2024-10-15,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,4806,0.103,0,0,0,1,1,1,1,1,10,24
2024-12-09,Friday,NL Interval,MAIN,Personlig väggdekoration till fantastiska priser!,42018,0.1417,0,0,0,0,0,0,0,1,12,43
2024-01-13,Friday,NL Interval,MAIN,Personlig väggdekoration till fantastiska priser!,45618,0.1359,0,0,0,0,0,0,0,1,1,43
2024-01-23,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,26316,0.1729,0,0,0,0,0,0,0,1,1,42
2024-12-17,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,4671,0.0886,0,0,0,1,1,1,1,1,12,24
2024-11-08,Wednesday,NL Interval,MAIN,✨ 3 Canvastavlor | 2 dagar | Upp till 54% rabatt!,6729,0.1297,0,0,1,1,1,1,0,1,11,30
2024-07-02,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,24711,0.0908,0,0,0,1,0,1,0,0,7,27
2024-01-05,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,53208,0.1752,0,0,1,0,1,1,0,0,1,26
2024-07-20,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",34155,0.1342,1,0,0,0,0,1,0,1,7,45
2024-10-05,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,68844,0.1319,0,0,1,0,1,1,0,0,10,26
2024-12-07,Thursday,NL Final,MAIN,Mystisk försäljning: Vad är din hemliga rabatt? &#x1f92b;,10389,0.0681,0,0,1,0,1,0,0,0,12,36
2024-11-09,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",47535,0.1714,1,0,0,0,0,1,0,1,11,45
2024-12-14,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",41553,0.144,1,0,0,0,0,1,0,1,12,45
2024-06-15,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,33699,0.1366,0,0,1,0,1,1,0,0,6,26
2024-01-12,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,39675,0.2124,0,0,0,0,0,1,0,1,1,22
2024-06-01,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,32073,0.1464,0,0,0,0,0,1,0,1,6,22
2024-09-16,Friday,NL Interval,MAIN,Personlig väggdekoration till fantastiska priser!,36882,0.1376,0,0,0,0,0,0,0,1,9,43
2024-03-12,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,46125,0.1292,0,0,0,0,0,0,0,1,3,42
2024-10-16,Sunday,NL Interval,MAIN,3 format ➔ 3 dagar ➔ 1 pris,36444,0.1303,0,0,0,1,1,0,0,0,10,15
